Sample in Buffer,Sample in Window,TRIGGER,dbg_pfwd_wr[15:0],dbg_pfwd_drop[15:0],dbg_stack_txen,dbg_gmii_rx_dv,dbg_gmii_rxd[7:0],dbg_arp_rx_done,dbg_arp_rx_type,dbg_udp_rec_done,dbg_icmp_rec_done,dbg_rec_byte_num[15:0],dbg_udp_src_port[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1571,1571,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1572,1572,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1573,1573,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1574,1574,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1575,1575,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1576,1576,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1577,1577,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1578,1578,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1579,1579,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1580,1580,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1581,1581,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1582,1582,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1583,1583,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1584,1584,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1585,1585,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1586,1586,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1587,1587,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1588,1588,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1589,1589,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1590,1590,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1591,1591,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1592,1592,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1593,1593,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1594,1594,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1595,1595,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1596,1596,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1597,1597,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1598,1598,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1599,1599,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1600,1600,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1601,1601,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1602,1602,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1603,1603,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1604,1604,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1605,1605,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1606,1606,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1607,1607,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1608,1608,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1609,1609,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1610,1610,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1611,1611,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1612,1612,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1613,1613,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1614,1614,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1615,1615,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1616,1616,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1617,1617,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1618,1618,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1619,1619,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1620,1620,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1621,1621,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1622,1622,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1623,1623,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1624,1624,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1625,1625,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1626,1626,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1627,1627,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1628,1628,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1629,1629,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1630,1630,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1631,1631,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1632,1632,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1633,1633,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1634,1634,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1635,1635,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1636,1636,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1637,1637,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1638,1638,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1639,1639,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1640,1640,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1641,1641,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1642,1642,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1643,1643,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1644,1644,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1645,1645,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1646,1646,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1647,1647,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1648,1648,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1649,1649,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1650,1650,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1651,1651,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1652,1652,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1653,1653,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1654,1654,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1655,1655,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1656,1656,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1657,1657,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1658,1658,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1659,1659,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1660,1660,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1661,1661,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1662,1662,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1663,1663,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1664,1664,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1665,1665,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1666,1666,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1667,1667,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1668,1668,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1669,1669,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1670,1670,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1671,1671,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1672,1672,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1673,1673,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1674,1674,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1675,1675,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1676,1676,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1677,1677,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1678,1678,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1679,1679,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1680,1680,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1681,1681,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1682,1682,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1683,1683,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1684,1684,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1685,1685,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1686,1686,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1687,1687,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1688,1688,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1689,1689,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1690,1690,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1691,1691,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1692,1692,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1693,1693,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1694,1694,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1695,1695,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1696,1696,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1697,1697,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1698,1698,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1699,1699,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1700,1700,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1701,1701,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1702,1702,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1703,1703,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1704,1704,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1705,1705,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1706,1706,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1707,1707,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1708,1708,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1709,1709,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1710,1710,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1711,1711,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1712,1712,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1713,1713,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1714,1714,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1715,1715,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1716,1716,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1717,1717,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1718,1718,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1719,1719,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1720,1720,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1721,1721,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1722,1722,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1723,1723,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1724,1724,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1725,1725,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1726,1726,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1727,1727,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1728,1728,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1729,1729,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1730,1730,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1731,1731,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1732,1732,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1733,1733,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1734,1734,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1735,1735,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1736,1736,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1737,1737,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1738,1738,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1739,1739,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1740,1740,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1741,1741,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1742,1742,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1743,1743,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1744,1744,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1745,1745,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1746,1746,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1747,1747,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1748,1748,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1749,1749,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1750,1750,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1751,1751,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1752,1752,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1753,1753,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1754,1754,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1755,1755,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1756,1756,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1757,1757,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1758,1758,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1759,1759,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1760,1760,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1761,1761,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1762,1762,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1763,1763,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1764,1764,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1765,1765,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1766,1766,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1767,1767,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1768,1768,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1769,1769,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1770,1770,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1771,1771,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1772,1772,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1773,1773,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1774,1774,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1775,1775,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1776,1776,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1777,1777,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1778,1778,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1779,1779,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1780,1780,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1781,1781,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1782,1782,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1783,1783,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1784,1784,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1785,1785,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1786,1786,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1787,1787,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1788,1788,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1789,1789,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1790,1790,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1791,1791,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1792,1792,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1793,1793,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1794,1794,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1795,1795,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1796,1796,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1797,1797,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1798,1798,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1799,1799,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1800,1800,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1801,1801,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1802,1802,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1803,1803,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1804,1804,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1805,1805,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1806,1806,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1807,1807,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1808,1808,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1809,1809,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1810,1810,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1811,1811,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1812,1812,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1813,1813,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1814,1814,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1815,1815,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1816,1816,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1817,1817,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1818,1818,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1819,1819,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1820,1820,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1821,1821,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1822,1822,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1823,1823,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1824,1824,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1825,1825,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1826,1826,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1827,1827,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1828,1828,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1829,1829,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1830,1830,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1831,1831,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1832,1832,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1833,1833,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1834,1834,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1835,1835,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1836,1836,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1837,1837,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1838,1838,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1839,1839,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1840,1840,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1841,1841,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1842,1842,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1843,1843,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1844,1844,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1845,1845,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1846,1846,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1847,1847,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1848,1848,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1849,1849,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1850,1850,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1851,1851,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1852,1852,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1853,1853,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1854,1854,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1855,1855,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1856,1856,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1857,1857,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1858,1858,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1859,1859,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1860,1860,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1861,1861,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1862,1862,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1863,1863,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1864,1864,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1865,1865,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1866,1866,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1867,1867,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1868,1868,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1869,1869,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1870,1870,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1871,1871,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1872,1872,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1873,1873,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1874,1874,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1875,1875,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1876,1876,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1877,1877,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1878,1878,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1879,1879,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1880,1880,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1881,1881,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1882,1882,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1883,1883,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1884,1884,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1885,1885,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1886,1886,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1887,1887,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1888,1888,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1889,1889,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1890,1890,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1891,1891,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1892,1892,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1893,1893,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1894,1894,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1895,1895,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1896,1896,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1897,1897,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1898,1898,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1899,1899,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1900,1900,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1901,1901,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1902,1902,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1903,1903,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1904,1904,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1905,1905,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1906,1906,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1907,1907,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1908,1908,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1909,1909,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1910,1910,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1911,1911,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1912,1912,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1913,1913,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1914,1914,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1915,1915,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1916,1916,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1917,1917,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1918,1918,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1919,1919,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1920,1920,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1921,1921,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1922,1922,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1923,1923,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1924,1924,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1925,1925,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1926,1926,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1927,1927,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1928,1928,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1929,1929,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1930,1930,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1931,1931,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1932,1932,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1933,1933,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1934,1934,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1935,1935,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1936,1936,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1937,1937,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1938,1938,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1939,1939,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1940,1940,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1941,1941,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1942,1942,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1943,1943,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1944,1944,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1945,1945,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1946,1946,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1947,1947,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1948,1948,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1949,1949,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1950,1950,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1951,1951,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1952,1952,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
