Sample in Buffer,Sample in Window,TRIGGER,dbg_pfwd_wr[15:0],dbg_pfwd_drop[15:0],dbg_stack_txen,dbg_gmii_rx_dv,dbg_gmii_rxd[7:0],dbg_arp_rx_done,dbg_arp_rx_type,dbg_udp_rec_done,dbg_icmp_rec_done,dbg_rec_byte_num[15:0],dbg_udp_src_port[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1189,1189,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1190,1190,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1191,1191,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1192,1192,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1193,1193,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1194,1194,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1195,1195,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1196,1196,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1197,1197,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1198,1198,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1199,1199,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1200,1200,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1201,1201,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1202,1202,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1203,1203,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1204,1204,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1205,1205,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1206,1206,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1207,1207,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1208,1208,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1209,1209,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1210,1210,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1211,1211,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1212,1212,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1213,1213,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1214,1214,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1215,1215,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1216,1216,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1217,1217,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1218,1218,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1219,1219,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1220,1220,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1221,1221,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1222,1222,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1223,1223,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1224,1224,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1225,1225,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1226,1226,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1227,1227,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1228,1228,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1229,1229,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1230,1230,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1231,1231,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1232,1232,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1233,1233,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1234,1234,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1235,1235,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1236,1236,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1237,1237,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1238,1238,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1239,1239,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1240,1240,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1241,1241,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1242,1242,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1243,1243,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1244,1244,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1245,1245,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1246,1246,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1247,1247,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1248,1248,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1249,1249,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1250,1250,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1251,1251,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1252,1252,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1253,1253,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1254,1254,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1255,1255,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1256,1256,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1257,1257,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1258,1258,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1259,1259,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1260,1260,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1261,1261,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1262,1262,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1263,1263,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1264,1264,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1265,1265,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1266,1266,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1267,1267,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1268,1268,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1269,1269,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1270,1270,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1271,1271,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1272,1272,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1273,1273,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1274,1274,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1275,1275,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1276,1276,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1277,1277,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1278,1278,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1279,1279,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1280,1280,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1281,1281,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1282,1282,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1283,1283,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1284,1284,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1285,1285,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1286,1286,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1287,1287,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1288,1288,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1289,1289,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1290,1290,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1291,1291,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1292,1292,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1293,1293,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1294,1294,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1295,1295,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1296,1296,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1297,1297,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1298,1298,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1299,1299,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1300,1300,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1301,1301,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1302,1302,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1303,1303,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1304,1304,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1305,1305,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1306,1306,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1307,1307,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1308,1308,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1309,1309,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1310,1310,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1311,1311,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1312,1312,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1313,1313,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1314,1314,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1315,1315,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1316,1316,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1317,1317,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1318,1318,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1319,1319,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1320,1320,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1321,1321,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1322,1322,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1323,1323,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1324,1324,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1325,1325,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1326,1326,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1327,1327,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1328,1328,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1329,1329,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1330,1330,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1331,1331,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1332,1332,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1333,1333,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1334,1334,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1335,1335,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1336,1336,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1337,1337,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1338,1338,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1339,1339,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1340,1340,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1341,1341,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1342,1342,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1343,1343,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1344,1344,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1345,1345,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1346,1346,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1347,1347,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1348,1348,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1349,1349,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1350,1350,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1351,1351,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1352,1352,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1353,1353,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1354,1354,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1355,1355,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1356,1356,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1357,1357,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1358,1358,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1359,1359,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1360,1360,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1361,1361,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1362,1362,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1363,1363,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1364,1364,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1365,1365,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1366,1366,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1367,1367,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1368,1368,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1369,1369,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1370,1370,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1371,1371,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1372,1372,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1373,1373,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1374,1374,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1375,1375,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1376,1376,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1377,1377,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1378,1378,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1379,1379,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1380,1380,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1381,1381,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1382,1382,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1383,1383,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1384,1384,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1385,1385,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1386,1386,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1387,1387,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1388,1388,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1389,1389,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1390,1390,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1391,1391,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1392,1392,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1393,1393,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1394,1394,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1395,1395,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1396,1396,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1397,1397,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1398,1398,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1399,1399,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1400,1400,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1401,1401,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1402,1402,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1403,1403,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1404,1404,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1405,1405,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1406,1406,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1407,1407,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1408,1408,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1409,1409,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1410,1410,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1411,1411,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1412,1412,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1413,1413,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1414,1414,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1415,1415,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1416,1416,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1417,1417,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1418,1418,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1419,1419,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1420,1420,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1421,1421,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1422,1422,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1423,1423,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1424,1424,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1425,1425,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1426,1426,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1427,1427,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1428,1428,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1429,1429,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1430,1430,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1431,1431,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1432,1432,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1433,1433,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1434,1434,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1435,1435,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1436,1436,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1437,1437,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1438,1438,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1439,1439,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1440,1440,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1441,1441,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1442,1442,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1443,1443,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1444,1444,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1445,1445,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1446,1446,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1447,1447,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1448,1448,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1449,1449,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1450,1450,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1451,1451,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1452,1452,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1453,1453,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1454,1454,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1455,1455,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1456,1456,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1457,1457,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1458,1458,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1459,1459,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1460,1460,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1461,1461,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1462,1462,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1463,1463,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1464,1464,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1465,1465,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1466,1466,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1467,1467,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1468,1468,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1469,1469,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1470,1470,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1471,1471,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1472,1472,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1473,1473,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1474,1474,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1475,1475,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1476,1476,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1477,1477,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1478,1478,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1479,1479,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1480,1480,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1481,1481,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1482,1482,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1483,1483,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1484,1484,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1485,1485,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1486,1486,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1487,1487,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1488,1488,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1489,1489,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1490,1490,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1491,1491,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1492,1492,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1493,1493,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1494,1494,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1495,1495,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1496,1496,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1497,1497,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1498,1498,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1499,1499,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1500,1500,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1501,1501,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1502,1502,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1503,1503,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1504,1504,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1505,1505,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1506,1506,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1507,1507,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1508,1508,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1509,1509,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1510,1510,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1511,1511,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1512,1512,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1513,1513,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1514,1514,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1515,1515,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1516,1516,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1517,1517,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1518,1518,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1519,1519,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1520,1520,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1521,1521,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1522,1522,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1523,1523,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1524,1524,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1525,1525,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1526,1526,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1527,1527,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1528,1528,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1529,1529,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1530,1530,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1531,1531,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1532,1532,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1533,1533,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1534,1534,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1535,1535,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1536,1536,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1537,1537,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1538,1538,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1539,1539,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1540,1540,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1541,1541,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1542,1542,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1543,1543,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1544,1544,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1545,1545,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1546,1546,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1547,1547,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1548,1548,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1549,1549,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1550,1550,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1551,1551,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1552,1552,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1553,1553,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1554,1554,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1555,1555,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1556,1556,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1557,1557,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1558,1558,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1559,1559,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1560,1560,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1561,1561,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1562,1562,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1563,1563,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1564,1564,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1565,1565,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1566,1566,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1567,1567,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1568,1568,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1569,1569,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
1570,1570,0,0005,0000,0,0,dd,0,0,0,0,0000,04d2
